question,expected_report_id,source_chunk_excerpt,mode,template
Houve indícios de corrosão na análise do equipamento Suporte de tubulação?,4,"A análise visual dos trechos das amostras 1 e 2 enviadas para análises permitiu observar diversos de defeitos de soldagem tais como deposição insuficiente, poros, falta de fusão, perna de solda horizo",heuristic,content.dano
Qual o tipo de equipamento analisado no relatório ISQ-AF-2030523-L-01803?,4,"A análise visual dos trechos das amostras 1 e 2 enviadas para análises permitiu observar diversos de defeitos de soldagem tais como deposição insuficiente, poros, falta de fusão, perna de solda horizo",heuristic,metadata.equipamento
"Em qual relatório é descrito: ""A análise dimensional da amostra de tubo mostrou ovalização do diâmetro, indicando baixa variação dimensional e ovalização de 15% no tubo 24""?",105,"A análise dimensional da amostra de tubo mostrou ovalização do diâmetro, indicando baixa variação dimensional e ovalização de 15% no tubo 24. Observado deformação ao longo do comprimento das amostras ",heuristic,content.first_sentence
Qual o tipo de equipamento analisado no relatório ISQ-LA-2030523-L-03403?,105,"A análise dimensional da amostra de tubo mostrou ovalização do diâmetro, indicando baixa variação dimensional e ovalização de 15% no tubo 24. Observado deformação ao longo do comprimento das amostras ",heuristic,metadata.equipamento
Qual a análise de falha realizada para o cliente PETROBRÁS COMPARTILHADO na unidade BOAVENTURA?,105,"A análise dimensional da amostra de tubo mostrou ovalização do diâmetro, indicando baixa variação dimensional e ovalização de 15% no tubo 24. Observado deformação ao longo do comprimento das amostras ",heuristic,metadata.cliente_unidade
Qual o tipo de equipamento analisado no relatório ISQ-AF-2030523-L-00647?,9,"A caixa redutora do guindaste falhou em operação. Após a ocorrência da falha o conjunto foi desmontado, e um pino de fixação das engrenagens, duas engrenagens e o eixo principal do pinhão da mesa de g",heuristic,metadata.equipamento
"Em qual relatório é descrito: ""A caixa redutora do guindaste falhou em operação""?",9,"A caixa redutora do guindaste falhou em operação. Após a ocorrência da falha o conjunto foi desmontado, e um pino de fixação das engrenagens, duas engrenagens e o eixo principal do pinhão da mesa de g",heuristic,content.first_sentence
Quais foram os mecanismos de dano identificados na análise de GD-526001/2?,9,"A caixa redutora do guindaste falhou em operação. Após a ocorrência da falha o conjunto foi desmontado, e um pino de fixação das engrenagens, duas engrenagens e o eixo principal do pinhão da mesa de g",heuristic,metadata.analise_tag
Houve indícios de corrosão na análise do equipamento Linha de Dreno de Ø2”?,7,"Durante operação no Sistema de Petróleo, foi identificada falha em um dreno de 2 polegadas, localizado na área do Scrapper 1. O componente faz parte da tubulação auxiliar conectada ao sistema principa",heuristic,content.dano
Qual o tipo de equipamento analisado no relatório ISQ-AF-2030523-L-01785?,7,"Durante operação no Sistema de Petróleo, foi identificada falha em um dreno de 2 polegadas, localizado na área do Scrapper 1. O componente faz parte da tubulação auxiliar conectada ao sistema principa",heuristic,metadata.equipamento
Qual a conclusão da análise de falha do 2”-PE-66-004-C1?,7,"Durante operação no Sistema de Petróleo, foi identificada falha em um dreno de 2 polegadas, localizado na área do Scrapper 1. O componente faz parte da tubulação auxiliar conectada ao sistema principa",heuristic,metadata.tag.conclusao
Quais foram os danos observados no equipamento GVC-5131001B?,103,"A análise dimensional da amostra de tubo mostrou ovalização do diâmetro, indicando baixa variação dimensional e ovalização de 15% no tubo 24. Observado deformação ao longo do comprimento das amostras ",heuristic,metadata.tag.danos
O que causou a falha no GVC-5131001B?,103,"A análise dimensional da amostra de tubo mostrou ovalização do diâmetro, indicando baixa variação dimensional e ovalização de 15% no tubo 24. Observado deformação ao longo do comprimento das amostras ",heuristic,metadata.tag.causa
"Em qual relatório é descrito: ""A análise dimensional da amostra de tubo mostrou ovalização do diâmetro, indicando baixa variação dimensional e ovalização de 15% no tubo 24""?",103,"A análise dimensional da amostra de tubo mostrou ovalização do diâmetro, indicando baixa variação dimensional e ovalização de 15% no tubo 24. Observado deformação ao longo do comprimento das amostras ",heuristic,content.first_sentence
"Em qual relatório é descrito: ""O equipamento P-UH-B-UB-5420501C-01 instalado na plataforma P-77 apresentou vazamento em operação resultando em contaminação cruzada, ele foi enviado""?",13,"O equipamento P-UH-B-UB-5420501C-01 instalado na plataforma P-77 apresentou vazamento em operação resultando em contaminação cruzada, ele foi enviado à empresa Tranter, para realização de inspeção em ",heuristic,content.first_sentence
Qual a conclusão da análise de falha do P-UH-B-UB-5420501C-01?,13,"O equipamento P-UH-B-UB-5420501C-01 instalado na plataforma P-77 apresentou vazamento em operação resultando em contaminação cruzada, ele foi enviado à empresa Tranter, para realização de inspeção em ",heuristic,metadata.tag.conclusao
O que causou a falha no P-UH-B-UB-5420501C-01?,13,"O equipamento P-UH-B-UB-5420501C-01 instalado na plataforma P-77 apresentou vazamento em operação resultando em contaminação cruzada, ele foi enviado à empresa Tranter, para realização de inspeção em ",heuristic,metadata.tag.causa
Quais foram os danos observados no equipamento GD-526001/2?,9,"As análises realizadas indicam que o conjunto falhou em operação, devido à ruptura do Pino de fixação das engrenagens (Item 5) do redutor de S-600 (Item 100) por Fadiga Mecânica, associado a carregame",heuristic,metadata.tag.danos
Quais foram os mecanismos de dano identificados na análise de GD-526001/2?,9,"As análises realizadas indicam que o conjunto falhou em operação, devido à ruptura do Pino de fixação das engrenagens (Item 5) do redutor de S-600 (Item 100) por Fadiga Mecânica, associado a carregame",heuristic,metadata.analise_tag
Qual a conclusão da análise de falha do GD-526001/2?,9,"As análises realizadas indicam que o conjunto falhou em operação, devido à ruptura do Pino de fixação das engrenagens (Item 5) do redutor de S-600 (Item 100) por Fadiga Mecânica, associado a carregame",heuristic,metadata.tag.conclusao
